""
NDBRAM
NDCANM
""
""
""
""
""
NDGBRM
""
""
""
NDINDM
NDJPNM
NDKORM
NDMEXM
""
NDNORM
""
""
""
""
NDRUSM
NDSWEM
""
""
NDTURM
""
NDUSAQ
""
""
NDAUTM
NDBELM
NDFRAM
NDESPM
NDDNKM
PRIFINM
NDGRCM
NDIRLM
""
NDITAM
NDPRTM
NDNLDM
NDDEUM
""
